CustomerID,Recency,Frequency,Monetary,Segment,Cluster
12441,366,1,173.55,Dormant,2
12442,3,1,172.06,New,0
12444,21,5,5005.46,Champions,1
12445,22,1,133.4,New,0
12446,57,1,1002.31,New,0
12447,243,1,476.49,Dormant,2
12448,44,1,449.45,New,0
12449,22,4,4067.29,Champions,1
12450,156,2,197.88,Dormant,2
12451,10,5,9035.52,Champions,1
12452,16,2,430.57,Loyal,0
12453,134,1,707.09,New,0
12454,56,1,3528.34,New,0
12455,73,6,2466.86,At Risk,1
12456,44,3,3181.04,Champions,1
12457,66,7,2363.23,At Risk,1
12458,71,2,947.4,New,0
12461,94,2,826.88,New,0
12462,18,2,1189.59,Loyal,0
12463,53,4,1344.78,At Risk,1
12464,10,8,1212.05,Champions,1
12465,17,2,742.19,Loyal,0
12468,187,2,729.54,New,2
12471,2,30,19824.05,Champions,1
12472,32,7,6572.11,Champions,1
12473,29,5,3938.55,Champions,1
12474,17,18,7375.79,Champions,1
12475,53,1,723.38,New,0
12476,15,11,6816.42,Champions,1
12477,22,6,13219.74,Champions,1
12478,3,1,680.99,New,0
12479,11,1,527.2,New,0
12480,28,4,3281.63,Champions,1
12481,22,10,5596.32,Champions,1
12483,17,8,2484.98,Champions,1
12484,32,6,4541.72,Champions,1
12488,9,3,1298.66,Champions,0
12489,336,1,334.93,Dormant,2
12490,5,10,5417.93,Champions,1
12491,38,1,460.4,New,0
12492,63,2,263.21,Dormant,0
12493,165,2,433.74,Dormant,2
12494,15,7,1246.1,Champions,1
12497,81,1,1043.1,New,0
12498,21,3,403.7,Loyal,0
12500,23,11,4257.82,Champions,1
12501,336,1,2169.39,New,2
12502,95,5,3723.87,At Risk,1
12504,18,2,482.05,Loyal,0
12506,232,1,73.5,Dormant,2
12507,134,3,1304.81,At Risk,0
12508,26,2,398.27,Loyal,0
12509,284,1,176.5,Dormant,2
12510,142,2,982.57,New,0
12512,66,2,138.03,Dormant,0
12513,112,1,612.29,Dormant,0
12514,267,1,1017.68,New,2
12515,353,1,383.7,Dormant,2
12516,77,2,1312.06,New,0
12517,28,5,2502.84,Champions,1
12518,0,5,2056.89,Champions,1
12519,63,1,340.84,Dormant,0
12520,79,5,2634.26,At Risk,1
12521,142,1,599.68,Dormant,0
12522,39,2,192.72,Loyal,0
12523,19,11,1789.77,Champions,1
12524,9,8,4485.72,Champions,1
12526,0,3,1316.66,Champions,0
12527,81,3,348.71,At Risk,0
12528,9,6,1933.48,Champions,1
12530,59,4,1662.28,At Risk,1
12531,14,1,125.22,New,0
12532,30,1,349.83,New,0
12534,130,1,1089.18,New,0
12535,91,2,716.35,New,0
12536,43,3,12601.83,Champions,1
12538,29,1,363.95,New,0
12539,22,4,5568.35,Champions,1
12540,19,17,13400.24,Champions,1
12541,29,3,981.18,Champions,0
12544,36,1,372.7,New,0
12545,75,2,1000.39,New,0
12546,46,2,1161.5,Loyal,0
12547,197,2,207.8,Dormant,2
12548,166,1,95.2,Dormant,2
12550,79,1,964.83,New,0
12551,357,1,168.0,Dormant,2
12552,38,2,437.82,Loyal,0
12553,8,10,3692.28,Champions,1
12556,50,2,603.71,Loyal,0
12557,16,5,11990.96,Champions,1
12558,7,1,269.96,New,0
12559,310,2,561.71,Dormant,2
12560,5,3,2134.01,Champions,1
12561,302,1,238.85,Dormant,2
12562,8,7,3781.74,Champions,1
12564,261,1,456.9,Dormant,2
12565,288,1,145.92,Dormant,2
12566,86,1,351.65,Dormant,0
12567,22,10,9401.28,Champions,1
12569,2,32,4124.69,Champions,1
12571,39,2,519.61,Loyal,0
12572,8,2,1020.42,Loyal,0
12573,227,1,160.54,Dormant,2
12574,315,1,218.45,Dormant,2
12576,35,5,1315.83,Champions,1
12577,35,3,657.8,Loyal,0
12578,21,2,2794.51,Loyal,0
12579,78,1,440.42,Dormant,0
12580,246,1,415.7,Dormant,2
12581,39,1,197.71,New,0
12582,238,2,511.36,Dormant,2
12583,2,15,7281.38,Champions,1
12584,3,9,2338.15,Champions,1
12585,234,2,2040.1,New,2
12586,17,1,196.94,New,0
12587,7,1,144.0,New,0
12588,39,1,214.9,New,0
12589,28,2,646.68,Loyal,0
12590,211,2,9864.26,New,1
12591,317,1,452.85,Dormant,2
12592,92,2,437.6,Dormant,0
12593,108,3,418.1,At Risk,0
12594,37,10,3338.22,Champions,1
12596,51,2,618.27,Dormant,0
12597,19,4,3811.22,Champions,1
12598,9,8,3023.08,Champions,1
12599,29,7,1032.58,Champions,1
12600,28,10,2599.04,Champions,1
12601,189,5,577.06,At Risk,2
12602,58,1,153.12,Dormant,0
12603,21,1,739.2,New,0
12604,79,2,254.18,Dormant,0
12607,60,1,1579.51,New,0
12609,78,3,1126.85,At Risk,0
12610,22,5,2099.54,Champions,1
12611,52,1,1193.32,New,0
12612,74,1,704.04,New,0
12613,57,5,3344.38,At Risk,1
12614,277,1,315.6,Dormant,2
12615,2,4,2291.19,Champions,1
12616,95,2,713.3,New,0
12617,29,1,355.53,New,0
12618,21,1,177.31,New,0
12619,16,9,3641.24,Champions,1
12620,14,3,1339.41,Champions,0
12621,1,20,13689.67,Champions,1
12622,232,1,180.1,Dormant,2
12623,276,1,305.1,Dormant,2
12624,106,2,641.13,Dormant,0
12625,211,2,2683.82,New,2
12626,23,9,6620.48,Champions,1
12627,10,7,4478.53,Champions,1
12628,4,3,786.46,Champions,0
12630,9,2,1270.88,Loyal,0
12631,57,1,640.5,Dormant,0
12633,58,4,2163.98,At Risk,1
12635,89,2,1689.18,New,0
12637,67,8,6021.9,At Risk,1
12638,33,1,671.69,New,0
12639,238,1,486.1,Dormant,2
12640,23,3,1174.58,Champions,0
12641,115,1,185.9,Dormant,0
12642,25,3,1013.26,Champions,0
12643,128,6,3344.64,At Risk,1
12644,129,1,477.91,Dormant,0
12645,33,4,1775.18,Champions,1
12646,4,2,1346.97,Loyal,0
12647,22,12,3722.82,Champions,1
12648,154,1,318.05,Dormant,2
12649,107,3,623.51,At Risk,0
12650,3,1,314.44,New,0
12651,334,1,114.0,Dormant,2
12652,331,1,919.98,New,2
12653,148,2,2209.85,New,0
12654,10,5,601.98,Loyal,0
12656,17,5,4051.17,Champions,1
12657,11,4,1643.18,Champions,1
12658,18,1,686.05,New,0
12659,29,1,91.68,New,0
12660,11,1,245.1,New,0
12662,0,11,3849.78,Champions,1
12664,8,9,4881.88,Champions,1
12665,324,1,63.0,Dormant,2
12667,58,1,620.13,Dormant,0
12668,11,4,3807.15,Champions,1
12669,150,3,2744.03,At Risk,1
12670,10,5,2996.05,Champions,1
12672,329,1,225.9,Dormant,2
12673,5,2,610.52,Loyal,0
12674,38,4,1970.6,Champions,1
12676,24,6,1331.39,Champions,1
12678,42,12,17628.46,Champions,1
12679,58,4,1113.02,At Risk,0
12680,0,4,862.81,Champions,0
12681,14,22,13787.54,Champions,1
12682,3,31,12288.22,Champions,1
12683,4,15,8476.57,Champions,1
12684,7,7,2283.63,Champions,1
12685,28,6,2863.08,Champions,1
12686,371,1,89.14,Dormant,2
12688,113,1,4873.81,New,0
12689,25,2,1247.61,Loyal,0
12690,205,1,389.01,Dormant,2
12691,28,6,1035.8,Champions,1
12693,127,4,855.91,At Risk,0
12694,70,2,869.67,New,0
12695,7,4,582.1,Loyal,0
12697,28,3,957.59,Champions,0
12700,7,4,4939.99,Champions,1
12701,79,2,797.71,New,0
12702,19,1,219.0,New,0
12703,71,1,283.55,Dormant,0
12704,7,8,2340.84,Champions,1
12705,15,9,6868.29,Champions,1
12707,291,1,603.42,Dormant,2
12708,29,10,2712.91,Champions,1
12709,15,15,9736.52,Champions,1
12710,96,3,1149.02,At Risk,0
12712,28,13,4396.13,Champions,1
12713,0,1,848.55,New,0
12714,9,5,4708.86,Champions,1
12715,106,1,353.86,Dormant,0
12716,3,2,1053.49,Loyal,0
12717,151,2,1030.98,New,0
12718,71,1,238.25,Dormant,0
12719,5,2,644.95,Loyal,0
12720,2,25,5781.73,Champions,1
12721,31,6,2656.13,Champions,1
12722,85,4,997.63,At Risk,0
12723,3,5,725.07,Champions,0
12724,5,4,1031.41,Champions,0
12725,371,1,427.8,Dormant,2
12726,28,7,2609.1,Champions,1
12727,10,7,3980.7,Champions,1
12728,71,4,836.33,At Risk,0
12729,113,1,453.01,Dormant,0
12731,23,12,18895.91,Champions,1
12732,179,1,236.26,Dormant,2
12733,234,1,383.95,Dormant,2
12734,352,1,110.4,Dormant,2
12735,315,2,779.57,New,2
12736,332,1,234.0,Dormant,2
12738,372,1,155.35,Dormant,2
12739,78,2,1013.04,New,0
12740,63,1,427.6,Dormant,0
12743,134,2,546.43,Dormant,0
12744,51,7,21279.29,At Risk,1
12747,2,11,4196.01,Champions,1
12748,0,209,33719.73,Champions,1
12749,3,5,4090.88,Champions,1
12750,128,1,275.88,Dormant,0
12752,81,1,4366.78,New,0
12753,22,6,21429.39,Champions,1
12754,235,3,3010.74,At Risk,2
12755,280,2,3811.95,New,2
12756,86,1,112.08,Dormant,0
12757,15,13,7857.1,Champions,1
12758,116,2,2791.59,New,0
12759,52,3,1531.44,At Risk,0
12762,7,2,1898.52,Loyal,0
12763,138,2,494.08,Dormant,0
12764,316,1,1693.88,New,2
12766,3,7,6989.63,Champions,1
12769,238,1,1143.6,New,2
12770,210,1,1351.45,New,2
12772,59,1,892.47,New,0
12775,17,5,1386.04,Champions,1
12778,19,6,822.23,Champions,1
12779,37,8,3981.36,Champions,1
12781,63,2,826.74,New,0
12782,4,5,2330.92,Champions,1
12783,2,6,2225.91,Champions,1
12784,9,2,574.42,Loyal,0
12785,364,1,311.95,Dormant,2
12787,9,3,463.66,Loyal,0
12789,65,1,91.85,Dormant,0
12790,192,1,324.92,Dormant,2
12791,373,1,192.6,Dormant,2
12792,256,1,400.54,Dormant,2
12793,334,2,545.48,Dormant,2
12794,53,2,860.41,New,0
12795,18,1,430.48,New,0
12797,365,1,254.03,Dormant,2
12798,10,3,6977.04,Champions,1
12802,186,1,427.58,Dormant,2
12808,36,3,483.65,Loyal,0
12809,177,1,489.31,Dormant,2
12811,260,3,514.85,At Risk,2
12812,44,1,229.64,New,0
12814,101,1,125.92,Dormant,0
12815,147,2,1063.46,New,0
12816,95,2,572.2,Dormant,0
12817,281,1,166.04,Dormant,2
12818,261,1,1542.08,New,2
12820,3,4,942.34,Champions,0
12821,214,1,92.72,Dormant,2
12822,70,2,948.88,New,0
12823,74,5,1759.5,At Risk,1
12824,59,1,397.12,Dormant,0
12826,2,7,1474.72,Champions,1
12827,5,3,430.15,Loyal,0
12828,2,6,1018.71,Champions,1
12829,336,2,293.0,Dormant,2
12830,37,6,6814.64,Champions,1
12831,262,1,215.05,Dormant,2
12832,32,2,383.03,Loyal,0
12833,145,1,417.38,Dormant,0
12834,282,1,312.38,Dormant,2
12836,59,4,2612.86,At Risk,1
12837,173,1,134.1,Dormant,2
12838,33,2,683.13,Loyal,0
12839,2,14,5591.42,Champions,1
12840,143,4,2726.77,At Risk,1
12841,4,25,4022.35,Champions,1
12842,70,2,1118.99,New,0
12843,65,8,1702.26,At Risk,1
12844,29,2,325.96,Loyal,0
12845,267,4,354.09,At Risk,2
12847,22,1,871.54,New,0
12849,31,2,1050.89,Loyal,0
12851,96,1,135.18,Dormant,0
12852,294,1,311.55,Dormant,2
12853,134,6,1957.1,At Risk,1
12854,78,3,1324.5,At Risk,0
12855,372,1,38.1,Dormant,2
12856,7,6,2179.93,Champions,1
12857,210,2,1106.4,New,2
12863,52,1,521.2,Dormant,0
12864,138,1,147.12,Dormant,2
12865,26,2,1568.23,Loyal,0
12866,283,1,559.12,Dormant,2
12867,26,7,4036.82,Champions,1
12868,185,6,1607.06,At Risk,1
12871,84,2,380.64,Dormant,0
12872,326,2,599.97,Dormant,2
12873,282,1,374.0,Dormant,2
12875,143,2,343.23,Dormant,0
12876,57,2,2218.02,New,0
12877,3,12,1535.77,Champions,1
12878,236,2,854.99,New,2
12879,44,3,573.22,Loyal,0
12881,275,1,298.0,Dormant,2
12882,9,2,1463.04,Loyal,0
12883,24,4,703.47,Champions,0
12884,88,1,309.05,Dormant,0
12885,63,3,1175.22,At Risk,0
12886,67,2,1378.4,New,0
12888,214,2,354.12,Dormant,2
12890,24,1,380.47,New,0
12891,185,3,331.0,At Risk,2
12893,30,1,188.14,New,0
12895,42,2,372.8,Loyal,0
12897,204,2,216.5,Dormant,2
12901,8,28,17654.54,Champions,1
12902,264,1,138.68,Dormant,2
12904,18,2,509.58,Loyal,0
12906,11,5,2919.81,Champions,1
12908,176,2,750.0,New,2
12909,39,5,2178.67,Champions,1
12910,23,8,3075.04,Champions,1
12912,2,5,1662.3,Champions,1
12913,4,5,2483.63,Champions,1
12915,148,2,363.65,Dormant,0
12916,138,4,3006.15,At Risk,1
12917,128,1,594.0,Dormant,0
12919,8,6,1335.19,Champions,1
12920,17,1,164.23,New,0
12921,9,37,16587.09,Champions,1
12922,161,1,405.38,Dormant,2
12923,64,1,176.97,Dormant,0
12924,88,4,933.7,At Risk,0
12925,4,2,694.05,Loyal,0
12928,35,5,2062.7,Champions,1
12929,311,1,117.85,Dormant,2
12930,78,2,415.8,Dormant,0
12931,21,15,42055.96,Champions,1
12933,24,3,607.53,Loyal,0
12935,2,7,2160.7,Champions,1
12936,17,4,1063.9,Champions,0
12937,15,4,1504.27,Champions,1
12938,25,1,114.14,New,0
12939,64,8,11581.8,At Risk,1
12940,54,2,913.54,New,0
12942,131,3,683.9,At Risk,0
12944,35,2,604.51,Loyal,0
12945,288,1,462.95,Dormant,2
12947,143,6,1603.99,At Risk,1
12948,16,7,2064.95,Champions,1
12949,30,8,4167.22,Champions,1
12950,2,3,1843.0,Champions,1
12951,8,6,1064.07,Champions,1
12952,5,4,1387.79,Champions,1
12953,9,1,329.85,New,0
12955,1,11,4757.16,Champions,1
12956,306,1,108.07,Dormant,2
12957,9,8,4017.54,Champions,1
12962,7,2,266.39,Loyal,0
12963,8,8,1856.63,Champions,1
12965,89,1,771.91,New,0
12966,9,1,160.18,New,0
12967,358,2,1660.9,New,2
12968,112,1,135.95,Dormant,0
12970,7,4,452.24,Loyal,0
12971,3,86,11189.91,Champions,1
12974,197,1,144.8,Dormant,2
12976,211,1,738.6,New,2
12977,156,1,39.24,Dormant,2
12980,157,9,7374.9,At Risk,1
12981,29,2,372.22,Loyal,0
12982,242,1,390.54,Dormant,2
12984,18,1,97.5,New,0
12985,0,2,1239.38,Loyal,0
12987,73,2,558.7,Dormant,0
12988,292,1,535.32,Dormant,2
12989,3,15,6924.11,Champions,1
12990,31,3,409.5,Loyal,0
12991,23,2,503.76,Loyal,0
12993,23,4,414.76,Loyal,0
12994,4,3,974.42,Champions,0
12995,85,1,211.32,Dormant,0
12997,22,4,1226.89,Champions,1
12999,196,3,455.88,At Risk,2
13000,106,3,534.85,At Risk,0
13001,4,13,9818.82,Champions,1
13002,318,1,120.95,Dormant,2
13003,105,3,149.05,At Risk,0
13004,11,18,5655.91,Champions,1
13005,173,2,513.7,Dormant,2
13006,56,1,81.57,Dormant,0
13008,323,1,229.47,Dormant,2
13011,372,1,50.55,Dormant,2
13012,9,8,1661.84,Champions,1
13013,1,13,4810.94,Champions,1
13014,10,10,3466.28,Champions,1
13015,53,5,3346.28,At Risk,1
13016,73,3,789.89,At Risk,0
13017,7,1,204.0,New,0
13018,16,28,7277.7,Champions,1
13021,4,9,2616.38,Champions,1
13023,64,2,689.9,New,0
13026,1,5,975.36,Champions,1
13027,113,6,6912.0,At Risk,1
13028,22,2,661.32,Loyal,0
13029,30,3,1247.5,Champions,0
13030,11,2,799.48,Loyal,0
13032,52,2,1010.18,New,0
13033,357,1,190.55,Dormant,2
13034,54,2,642.77,Dormant,0
13035,73,2,921.88,New,0
13037,138,3,881.07,At Risk,0
13038,80,3,908.46,At Risk,0
13040,8,2,676.99,Loyal,0
13043,273,1,516.42,Dormant,2
13044,291,1,560.47,Dormant,2
13045,99,1,305.28,Dormant,0
13046,30,2,629.31,Loyal,0
13047,31,10,3237.54,Champions,1
13048,14,4,1835.91,Champions,1
13049,64,2,656.68,Dormant,0
13050,14,17,5836.86,Champions,1
13052,212,1,348.15,Dormant,2
13055,78,3,1214.41,At Risk,0
13058,24,3,271.4,Loyal,0
13059,249,1,183.4,Dormant,2
13060,253,1,307.53,Dormant,2
13061,72,1,248.61,Dormant,0
13062,191,1,346.98,Dormant,2
13064,12,4,1119.49,Champions,1
13065,373,1,205.86,Dormant,2
13066,24,2,470.8,Loyal,0
13067,82,1,115.46,Dormant,0
13068,10,2,344.0,Loyal,0
13069,0,24,4436.12,Champions,1
13070,192,1,228.8,Dormant,2
13072,266,1,177.15,Dormant,2
13075,129,1,919.61,New,0
13077,1,4,729.27,Champions,0
13078,3,26,12627.94,Champions,1
13079,4,5,220.1,Loyal,0
13080,179,1,58.08,Dormant,2
13081,11,11,28337.38,Champions,1
13082,126,9,3613.63,At Risk,1
13083,4,2,303.75,Loyal,0
13085,157,2,416.08,Dormant,0
13089,2,97,58825.83,Champions,1
13090,8,14,8910.82,Champions,1
13091,28,1,345.82,New,0
13092,70,5,477.83,At Risk,0
13093,275,8,7832.47,At Risk,1
13094,21,12,1927.32,Champions,1
13095,70,1,74.4,Dormant,0
13097,32,10,6010.42,Champions,1
13098,1,28,28882.44,Champions,1
13099,99,1,207.36,Dormant,0
13101,234,1,101.19,Dormant,2
13102,1,24,6424.09,Champions,1
13103,39,1,243.94,New,0
13104,3,6,1098.48,Champions,1
13106,133,1,76.5,Dormant,2
13107,44,4,1531.62,Champions,1
13108,372,1,350.06,Dormant,2
13109,59,2,786.54,New,0
13110,31,7,1488.67,Champions,1
13113,0,24,12245.96,Champions,1
13115,11,4,2294.78,Champions,1
13116,138,1,501.14,Dormant,0
13117,21,8,984.91,Champions,1
13118,19,5,1197.81,Champions,1
13120,238,1,30.6,Dormant,2
13121,269,1,283.73,Dormant,2
13122,94,2,922.39,New,0
13124,89,3,3866.33,At Risk,1
13126,4,8,2099.64,Champions,1
13127,77,1,259.17,Dormant,0
13130,94,1,64.0,Dormant,0
13131,23,3,1073.3,Champions,0
13132,261,1,77.3,Dormant,2
13133,273,2,109.8,Dormant,2
13134,85,4,1793.58,At Risk,1
13135,196,1,3096.0,New,2
13136,56,5,2607.61,At Risk,1
13137,10,8,3650.41,Champions,1
13138,22,6,962.39,Champions,1
13139,16,7,5064.94,Champions,1
13140,108,3,423.72,At Risk,0
13141,84,5,2388.75,At Risk,1
13142,19,1,307.09,New,0
13144,332,1,110.95,Dormant,2
13145,39,4,618.52,Loyal,0
13146,26,1,228.91,New,0
13147,10,4,712.8,Champions,0
13148,29,12,3707.12,Champions,1
13149,14,4,1676.06,Champions,1
13151,295,1,1257.87,New,2
13153,5,1,486.22,New,0
13155,33,4,971.76,Champions,0
13157,49,4,1741.22,Champions,1
13158,94,4,1201.06,At Risk,0
13159,8,4,1437.85,Champions,1
13160,22,1,91.8,New,0
13161,313,1,112.75,Dormant,2
13162,122,4,1688.29,At Risk,1
13165,46,2,1021.48,Loyal,0
13166,283,1,417.2,Dormant,2
13167,18,4,791.33,Champions,0
13168,36,4,1319.19,Champions,1
13169,63,2,712.88,New,0
13170,26,1,116.01,New,0
13171,21,3,468.41,Loyal,0
13173,4,2,353.65,Loyal,0
13174,16,3,2817.03,Champions,1
13176,46,1,492.84,New,0
13177,64,1,282.45,Dormant,0
13178,26,11,5725.47,Champions,1
13182,45,1,121.18,New,0
13183,7,9,3957.78,Champions,1
13184,14,10,1701.29,Champions,1
13185,267,1,71.4,Dormant,2
13186,39,3,1575.89,Champions,0
13187,337,1,236.02,Dormant,2
13188,11,1,114.6,New,0
13189,18,2,260.68,Loyal,0
13192,95,2,911.94,New,0
13193,61,1,117.88,Dormant,0
13194,135,1,60.7,Dormant,2
13196,11,4,1797.78,Champions,1
13198,10,6,3401.24,Champions,1
13199,3,38,9817.12,Champions,1
13200,19,4,870.09,Champions,0
13203,9,4,869.46,Champions,0
13207,15,2,250.26,Loyal,0
13208,58,6,1223.9,At Risk,1
13209,30,8,5891.61,Champions,1
13210,93,1,353.48,Dormant,0
13211,10,3,1197.42,Champions,0
13212,19,3,788.08,Champions,0
13213,56,5,1520.58,At Risk,1
13216,267,1,333.74,Dormant,2
13217,122,3,533.98,At Risk,0
13218,127,1,62.64,Dormant,2
13220,78,4,819.29,At Risk,0
13221,240,2,847.41,New,2
13223,200,2,163.2,Dormant,2
13224,60,2,2155.95,New,0
13225,3,7,6463.84,Champions,1
13226,273,1,108.21,Dormant,2
13227,201,1,257.7,Dormant,2
13228,81,1,358.0,Dormant,0
13229,225,1,160.95,Dormant,2
13230,4,14,2806.97,Champions,1
13232,12,7,1357.6,Champions,1
13233,74,2,605.12,Dormant,0
13235,212,1,1031.07,New,2
13236,24,2,744.85,Loyal,0
13238,17,4,700.73,Champions,0
13239,261,1,329.56,Dormant,2
13240,96,4,663.65,At Risk,0
13242,112,3,270.4,At Risk,0
13243,203,1,600.07,Dormant,2
13244,92,1,121.74,Dormant,0
13245,50,1,430.5,New,0
13246,18,6,1987.3,Champions,1
13247,17,4,501.12,Loyal,0
13248,124,2,465.68,Dormant,0
13249,92,3,711.41,At Risk,0
13253,156,2,1030.4,New,0
13255,9,2,399.51,Loyal,0
13258,11,3,698.58,Champions,0
13259,61,1,292.32,Dormant,0
13260,61,1,557.62,Dormant,0
13261,268,2,944.1,New,2
13262,263,1,200.29,Dormant,2
13263,1,35,7454.07,Champions,1
13265,53,5,2107.66,At Risk,1
13266,11,12,3834.26,Champions,1
13267,2,19,4521.49,Champions,1
13268,17,11,3214.69,Champions,1
13269,1,15,5346.23,Champions,1
13270,366,1,590.0,Dormant,2
13271,37,1,217.38,New,0
13272,31,2,276.56,Loyal,0
13273,113,1,138.98,Dormant,0
13276,63,2,590.93,Dormant,0
13277,15,4,258.4,Loyal,0
13278,40,1,542.73,New,0
13279,78,1,137.75,Dormant,0
13280,122,3,814.86,At Risk,0
13282,18,3,1132.14,Champions,0
13283,59,2,93.66,Dormant,0
13284,330,1,201.19,Dormant,2
13285,23,4,2709.12,Champions,1
13291,155,1,361.11,Dormant,2
13292,38,2,578.94,Loyal,0
13294,189,2,873.74,New,2
13295,359,1,201.2,Dormant,2
13296,137,1,87.4,Dormant,2
13297,7,4,2089.85,Champions,1
13298,1,1,360.0,New,0
13299,268,1,142.5,Dormant,2
13300,169,1,371.89,Dormant,2
13301,103,4,618.09,At Risk,0
13302,155,1,63.75,Dormant,2
13304,351,1,300.42,Dormant,2
13305,4,10,2000.86,Champions,1
13307,120,1,15.0,Dormant,2
13308,22,3,1385.51,Champions,0
13309,7,5,1456.79,Champions,1
13310,28,3,1132.03,Champions,0
13311,4,2,598.57,Loyal,0
13313,22,5,1555.32,Champions,1
13314,1,3,775.94,Champions,0
13316,37,4,5977.73,Champions,1
13317,66,6,2273.68,At Risk,1
13318,1,3,640.76,Loyal,0
13319,5,26,10845.55,Champions,1
13320,78,4,1548.7,At Risk,1
13321,72,2,567.36,Dormant,0
13322,17,1,199.48,New,0
13323,3,5,787.85,Champions,1
13324,36,10,7121.95,Champions,1
13325,81,1,675.3,New,0
13327,38,8,3627.77,Champions,1
13328,316,1,1308.48,New,2
13329,31,2,789.0,Loyal,0
13330,92,3,1140.93,At Risk,0
13332,14,1,350.9,New,0
13334,82,3,3536.82,At Risk,1
13336,77,1,795.12,New,0
13338,157,1,487.02,Dormant,2
13339,200,1,860.12,New,2
13340,45,7,10736.48,Champions,1
13341,260,1,775.85,New,2
13343,177,1,353.43,Dormant,2
13344,67,3,2543.72,At Risk,1
13345,287,1,389.5,Dormant,2
13347,70,1,341.36,Dormant,0
13348,64,1,233.76,Dormant,0
13349,10,1,247.32,New,0
13350,16,2,979.12,Loyal,0
13351,66,1,373.94,Dormant,0
13352,60,1,397.98,Dormant,0
13354,71,1,743.53,New,0
13355,122,1,674.7,New,0
13356,80,1,768.24,New,0
13357,257,1,609.95,Dormant,2
13358,268,1,439.03,Dormant,2
13359,63,1,439.56,Dormant,0
13362,9,4,3090.74,Champions,1
13363,17,2,992.5,Loyal,0
13364,71,1,134.96,Dormant,0
13365,33,2,2225.37,Loyal,0
13366,50,1,56.16,New,0
13368,256,2,623.4,Dormant,2
13369,365,1,308.28,Dormant,2
13370,371,1,754.87,New,2
13372,89,1,378.64,Dormant,0
13373,60,3,3312.25,At Risk,1
13375,88,1,778.65,New,0
13376,99,3,1019.76,At Risk,0
13379,26,3,572.56,Loyal,0
13381,31,6,3639.31,Champions,1
13382,280,1,222.99,Dormant,2
13384,30,7,4151.93,Champions,1
13385,329,1,534.57,Dormant,2
13388,131,2,677.1,New,0
13389,11,3,797.96,Champions,0
13390,74,1,544.08,Dormant,0
13391,203,1,59.8,Dormant,2
13394,1,8,2520.02,Champions,1
13395,185,1,307.72,Dormant,2
13396,29,2,1360.99,Loyal,0
13397,72,5,1544.13,At Risk,1
13398,192,1,457.34,Dormant,2
13402,127,2,621.23,Dormant,0
13403,17,1,75.0,New,0
13404,1,2,252.49,Loyal,0
